word,pos,frequency
singular,JJ,5
smooth,NNP,5
spaces J-holomorphic,NA,5
spaces exact,NA,5
splitting,VBG,5
state,NN,5
strata,VBD,5
strata orbifold,NA,5
stratum,NN,5
strictly commutative,NA,5
strictly functorial,NA,5
subset,NN,5
suitable,JJ,5
sum,NN,5
supercommutative,JJ,5
symplectic geometry|,NA,5
total space,NA,5
transverse smooth,NA,5
turns,VBZ,5
type,RB,5
type Kuranishi,NA,5
unique 1-morphism,NA,5
using notation,NA,5
vector space,NA,5
virt,NN,5
w-immersed,JJ,5
w-immersion,JJ,5
way define,NA,5
weak 2-category,NA,5
without change,NA,5
y=f,NN,5
yields,NNS,5
zero ideal,NA,5
zero section,NA,5
1' k'}][y,NA,4
1' l'},NA,4
1'=,CD,4
1--,JJ,4
1-morphism Suppose,NA,4
1-morphism also,NA,4
1-morphism d-orbifolds,NA,4
1-morphism ij,NA,4
1-morphism orbifold,NA,4
1-morphism orbifolds,NA,4
1-morphism sense,NA,4
1-morphism virtual,NA,4
1-morphisms f=,NA,4
1-morphisms following,NA,4
1-morphisms ij,NA,4
1-morphisms let,NA,4
1-morphisms morphisms,NA,4
1-morphisms submersion,NA,4
1-morphisms| bd-transversality|,NA,4
1-morphism| Suppose,NA,4
1-morphism| d-space,NA,4
1-morphism| orbifold,NA,4
15em,CD,4
1em ij,NA,4
1em induced,NA,4
1pc/[ddd],CD,4
2-categories orbifolds,NA,4
2-commutative diagram,NA,4
2-functor2-category!strict,JJ,4
2-functor2-category!strict 2-functor,NA,4
2-isomorphism classes,NA,4
2-morphism exists,NA,4
2-morphism f',NA,4
2-morphisms identities,NA,4
2=f,CD,4
2]Joyc6 prove,NA,4
2k,CD,4
3]Joyc6 generalize,NA,4
5ex>@/,CD,4
5ex>@/ 1pc/[ddd],NA,4
5ex>[dd],CD,4
5ex>[dd] dl,NA,4
5ex>[rr],CD,4
A1]FOOO,NNP,4
ALR,NNP,4
Adem,NNP,4
Also equivalence,NA,4
Angel,NNP,4
Ann,NNP,4
Applying corner,NA,4
Calabi--Yau,NNP,4
ChRu,NNP,4
Combining,NNP,4
Corners corner,NA,4
Define orientation,NA,4
Define strict,NA,4
Definition Theorems,NA,4
Definition d-transverse,NA,4
Deligne--Mumford Define,NA,4
Deligne--Mumford stacks,NA,4
E=E,NNP,4
Embedding,NNP,4
Example<ref> principal,NA,4
Examples<ref>,NNP,4
Fantechi,NNP,4
Field Theory,NA,4
Fukaya Ono,NA,4
Furthermore determined,NA,4
G-invariant open,NA,4
G=,NNP,4
G[,NNP,4
G[ conjugacy,NA,4
G],NNP,4
Geom,NNP,4
Gromov--Witten invariants|,NA,4
Grothendieck,NNP,4
HWZ4,NNP,4
J-holomorphic,NNP,4
J-holomorphic curves|,NA,4
Joyc7,NNP,4
L',NNP,4
Lecture,NNP,4
Lecture Notes,NA,4
Let complex,NA,4
Let fibre,NA,4
Lie,NNP,4
New,NNP,4
New York,NA,4
Next,NNP,4
Note,VBP,4
Ono FuOn,NA,4
Open,JJ,4
Orientations,NNP,4
Parts,NNS,4
Parts enable,NA,4
Princeton,NNP,4
Pron,NNP,4
Proposition shows,NA,4
Providence,NNP,4
Providence RI,NA,4
QsDSch,NNP,4
RI,NNP,4
Section defined,NA,4
Simple,NNP,4
Springer,NNP,4
Springer-Verlag,NNP,4
Submersions immersions,NA,4
Suppose Hausdorff,NA,4
Suppose d-spaces,NA,4
Suppose smooth,NA,4
Symplectic Field,NA,4
Theorem Proposition,NA,4
Theorem ii,NA,4
Theorems<ref>,NNP,4
Thur,NNP,4
Toen ToVe1,NA,4
University Press,NA,4
V-,NNP,4
V=,NNP,4
Write f],NA,4
X+,NNP,4
XU,NNP,4
York,NNP,4
a=1,NN,4
act,NN,4
act,VBP,4
acts points,NA,4
additive,JJ,4
additive inverses,NA,4
advantage,NN,4
affine,VBP,4
algebraic,VBP,4
algebraic geometry|,NA,4
also hold,NA,4
also holds,NA,4
also manifold,NA,4
and<ref>,NN,4
associative supercommutative,NA,4
b-transversality|,JJ,4
b-transversality| c-transversality|,NA,4
bd-transversality|,JJ,4
biadditive associative,NA,4
bijection equivalence,NA,4
bijection isomorphism,NA,4
boundary component,NA,4
boundary components,NA,4
boundary d-manifolds,NA,4
boundary d-space,NA,4
boundary defining,NA,4
boundary induced,NA,4
bundle,VB,4
bundle line,NA,4
bundle orbifold,NA,4
bundle!weakly,JJ,4
bundleorientation,NN,4
bundleorientation line,NA,4
bundles on!total,NA,4
bundles s=,NA,4
c' c',NA,4
c-transversality|,JJ,4
c-transverse following,NA,4
c=1,NN,4
call orbifold,NA,4
call virtual,NA,4
call w-embedding,NA,4
call w-immersed,NA,4
call w-immersion,NA,4
call w-submersion,NA,4
called principal,NA,4
canonical 1-isomorphism,NA,4
category sheaves,NA,4
categoryhomotopy,NN,4
categoryhomotopy category,NA,4
cd-transversality|,JJ,4
charts,NNS,4
choose closed,NA,4
class construction,NA,4
class pair,NA,4
classes 1-morphisms,NA,4
closed associated,NA,4
co homology,NA,4
cohomology Lagrangian,NA,4
colimit,NN,4
combine,VBP,4
coming areas,NA,4
compact locally,NA,4
compact paracompact,NA,4
complete following,NA,4
complex structure,NA,4
conjugate,VBP,4
connected components,NA,4
conormal,NN,4
constructing,VBG,4
contact,NN,4
convention orientation,NA,4
converse,NN,4
coordinate changes,NA,4
corners,VB,4
corners 1-,NA,4
corners natural,NA,4
corners respectively,NA,4
corners!b-transverse 1-morphisms|,NA,4
corners!bd-transverse,JJ,4
corners!bd-transverse 1-morphisms|,NA,4
corners!c-transverse,JJ,4
corners!c-transverse 1-morphisms|,NA,4
corners!embedding!into,NN,4
corners!equivalence|,JJ,4
corners!equivalence|,NN,4
corners!etale 1-morphism|,NA,4
corners!fibre products!boundary,NA,4
corners!fixed,JJ,4
corners!fixed point,NA,4
corners!gluing,NN,4
corners!gluing,VBG,4
corners!orientations|,NN,4
corners!principal|,NN,4
corners!principal| principal,NA,4
corners!s-embedding| d-orbifold,NA,4
corners!s-immersion| d-orbifold,NA,4
corners!s-submersion|,JJ,4
corners!sf-immersion|,JJ,4
corners!sfw-embedding|,JJ,4
corners!sfw-immersion|,JJ,4
corners!simple,NN,4
corners!simple 1-morphism,NA,4
corners!standard model|,NA,4
corners!submersion|,NN,4
corners!sw-embedding|,JJ,4
corners!sw-immersion|,JJ,4
corners!sw-submersion|,JJ,4
corners!vector,NN,4
corners!vector bundles,NA,4
corners!w-embedding|,JJ,4
corners!w-immersion|,JJ,4
corners!w-submersion|,JJ,4
cornersd-manifold,JJ,4
cornersd-stack,JJ,4
corners| d-orbifold,NA,4
countable compact,NA,4
curves|,NN,4
cycles,NNS,4
d- orbifolds,NA,4
d-manifold corners!cd-transverse,NA,4
d-manifold corners!fibre,NA,4
d-manifold corners!sf-embedding|,NA,4
d-manifold!principal|,JJ,4
d-manifolds following,NA,4
d-manifold| d-manifold!principal|,NA,4
d-orbifold corners!is,NA,4
d-orbifold corners!orbifold,NA,4
d-orbifold corners!s-embedding|,NA,4
d-orbifold orbifold,NA,4
d-orbifold principal,NA,4
d-orbifold virtual,NA,4
d-orbifold!is,JJ,4
d-orbifold!orbifold,JJ,4
d-orbifolds orbifold,NA,4
d-orbifolds|,JJ,4
d-space called,NA,4
d-space corners!corner,NA,4
d-spaces 1-morphisms,NA,4
d-spaces equivalences,NA,4
d-stack 1-morphisms,NA,4
d-stack corners!corner,NA,4
d-stack!gluing,JJ,4
d-stacks cornersd-stack,NA,4
d-submanifold,JJ,4
d-suborbifold corresponding,NA,4
d-transverse,NN,4
dB,VBP,4
data integer,NA,4
define,VBZ,4
define 2-category,NA,4
define Kuranishi,NA,4
define orbifolds,NA,4
define th,NA,4
defines model',NA,4
defining function,NA,4
degrees,NNS,4
denote,JJ,4
denote,VBP,4
denotes,VBZ,4
denotes class,NA,4
describe,NN,4
details,NNS,4
dg-scheme,JJ,4
diagram f[d],NA,4
difference,NN,4
dimension written,NA,4
distinct,JJ,4
dl,NN,4
e' f',NA,4
either j+k>l,NA,4
enable us,NA,4
equations,NNS,4
equivalence addition,NA,4
equivalence equivalence,NA,4
equivalence iii,NA,4
equivalence near,NA,4
equivalent d-spaces,NA,4
equivalent ii,NA,4
equivalent model',NA,4
etale,JJ,4
etale topology,NA,4
exact iV,NA,4
exist,VB,4
exist 2-category,NA,4
exist d-orbifold,NA,4
explain,VBP,4
explicit principal,NA,4
explicitly y'],NA,4
extend,JJ,4
extends,VBZ,4
"f""",VBP,4
"f"" 28em",NA,4
f' exists,NA,4
f'] additive,NA,4
f= Let,NA,4
f=i,NN,4
fX fX,NA,4
f] class,NA,4
false,JJ,4
fibre products|,NA,4
finite-dimensional,JJ,4
flat flat,NA,4
flat simple,NA,4
following holds,NA,4
form,JJ,4
form,VB,4
form abelian,NA,4
functor maps,NA,4
functorial way,NA,4
functors|,NNS,4
fundamental,JJ,4
generalized,VBN,4
generalized homology,NA,4
geometry@C geometry|,NA,4
get,VBP,4
gives quotient,NA,4
group zero,NA,4
groups act,NA,4
h',NN,4
hY exists,NA,4
higher,JJR,4
homeomorphism i={v,NA,4
horizontal,JJ,4
i<j<k,JJ,4
i<j<k exists,NA,4
i={v open,NA,4
iV,JJ,4
iV ij,NA,4
i[,NN,4
ideal,JJ,4
ideal generated,NA,4
identifies point,NA,4
identify,NN,4
identify,VB,4
identity 1-morphism,NA,4
ij 1em,NA,4
ij following,NA,4
ij ij=,NA,4
ij isomorphism,NA,4
ij jV,NA,4
ij/ ij,NA,4
ij=g,VBP,4
ij] ij,NA,4
ijk ik,NA,4
ik,JJ,4
ik ijk,NA,4
image particular,NA,4
immersed,JJ,4
immersion s-immersion,NA,4
in<ref>,JJ,4
including d-orbifolds,NA,4
injective surjective,NA,4
injective weakly,NA,4
integer,RB,4
invariant problems,NA,4
inverses,NNS,4
irreducible representations,NA,4
isomorphic lift,NA,4
isomorphism homeomorphism,NA,4
isomorphism ij,NA,4
issues,NNS,4
iv,JJ,4
iv,NN,4
j+k>l,NN,4
j+k>l j=k=l=0,NA,4
j=k=l=0,NN,4
jk,JJ,4
k'}][y 1',NA,4
k-,JJ,4
k-corners,NNS,4
kernel,NNS,4
kernel sheaf,NA,4
l'}] y=f,NA,4
l>,VBZ,4
larger,JJR,4
least,JJS,4
level topological,NA,4
lies complete,NA,4
line bundleorientation,NA,4
locally equivalent,NA,4
main results,NA,4
making smaller,NA,4
manifold,VB,4
manifold smooth,NA,4
manifolds,VBP,4
manifolds Spivak's,NA,4
manifolds vector,NA,4
manifolds|,NN,4
map,VBP,4
map ij,NA,4
map objects,NA,4
maps ij=g,NA,4
maps k>,NA,4
may also,NA,4
may write,NA,4
may written,NA,4
mean,NN,4
model' 2-morphism,NA,4
models,NNS,4
moduli,NNS,4
moduli,VBP,4
moral,JJ,4
morphism,VBP,4
morphism following,NA,4
morphism satisfying,NA,4
morphisms G[,NA,4
multiplication,NN,4
n-manifold corners,NA,4
n=->,JJ,4
n> embeddings,NA,4
natural decomposition,NA,4
natural open,NA,4
natural orientations,NA,4
needed,VBN,4
neighbourhoods good,NA,4
nice,JJ,4
nonempty,JJ,4
notation,JJ,4
notation Examples<ref>,NA,4
object morphisms,NA,4
objects morphism,NA,4
objects triples,NA,4
obstruction theories,NA,4
obvious way,NA,4
of<ref>,JJ,4
on!total,JJ,4
on!total space,NA,4
one considers,NA,4
op,NN,4
open d-submanifolds,NA,4
open i<j,NA,4
open inclusion,NA,4
open neighbourhoods,NA,4
open sets,NA,4
open suborbifold,NA,4
orbifold analogue,NA,4
orbifold dimension,NA,4
orbifold mean,NA,4
orbifolds,JJ,4
order manifold,NA,4
ordinary,JJ,4
orient,JJ,4
orient,NN,4
orientation induced,NA,4
oriented manifolds,NA,4
oriented orbifold,NA,4
outward-pointing,JJ,4
outward-pointing normal,NA,4
pair define,NA,4
pairs compact,NA,4
paracompact locally,NA,4
pd ft,NA,4
point locus,NA,4
preserves,NNS,4
presheaf,NN,4
principal d-orbifolds,NA,4
product!of,JJ,4
products fibre,NA,4
products!boundary,JJ,4
products!boundary corners|,NA,4
products!orientations,NNS,4
products!orientations on|,NA,4
products| Embedding,NA,4
projective,JJ,4
proper 1-morphisms,NA,4
proper Lie,NA,4
prove existence,NA,4
proved,VBD,4
provided,VBN,4
quasi-smooth,JJ,4
quasicoherent sheaf|,NA,4
quintuple,NN,4
quotient 2-morphisms,NA,4
rank call,NA,4
rank vector,NA,4
real vector,NA,4
related,JJ,4
related,VBN,4
relations,NNS,4
representable surjective,NA,4
restriction,NN,4
restricts,VBZ,4
ring,VBG,4
rows,NNS,4
s- sf-embedding,NA,4
s-embedded,JJ,4
s-embedded sf-embedded,NA,4
s/],JJ,4
s=,VBP,4
s=s,FW,4
s=s Define,NA,4
s`standard model',NA,4
satisfying extra,NA,4
satisfying s=,NA,4
say d-orbifold,NA,4
say d-stack,NA,4
section zero,NA,4
see,NN,4
separated,JJ,4
separated paracompact,NA,4
sf-embedding,NN,4
sf-embedding respectively,NA,4
sf-immersions,NNS,4
sheaf cotangent,NA,4
sheaf d-space,NA,4
sheaf morphism,NA,4
sheaf square,NA,4
sheafification presheaf,NA,4
sheaves on|,NA,4
similar way,NA,4
simple call,NA,4
simple maps,NA,4
sinclusion,NN,4
sinclusion open,NA,4
single,JJ,4
site,NN,4
situation,NN,4
smaller,JJR,4
smooth define,NA,4
space functor,NA,4
space!and,NN,4
space!and d-orbifolds,NA,4
space!of,NN,4
spaces Kuranishi,NA,4
spaces coming,NA,4
spacesKuranishi,NN,4
spacesKuranishi,VBD,4
spacesKuranishi space,NA,4
spacesKuranishi space!and,NA,4
special kind,NA,4
stack obstruction,NA,4
strata oriented,NA,4
strata!of d-orbifolds|,NA,4
strata!of orbifolds|,NA,4
strata!orientations on|,NA,4
strict 2-categories,NA,4
strict 2-functor2-category!strict,NA,4
structures spaces,NA,4
subcategories,NNS,4
subgroups,NNS,4
submanifold,JJ,4
submersion d-manifolds,NA,4
submersion immersion,NA,4
submersion s-submersion,NA,4
submersions immersions,NA,4
subset,VBN,4
summarizes,VBZ,4
summarizes results,NA,4
supercommutative intersection,NA,4
sym alg,NA,4
symplectic algebraic,NA,4
symplectic manifold,NA,4
system|,NNS,4
t`standard model',NA,4
take,VBP,4
taken,VBN,4
theorem summarizes,NA,4
theorems,NNS,4
theory Kuranishi,NA,4
theory make,NA,4
think,NN,4
think,VBP,4
thus,RB,4
topology,JJ,4
topology etale,NA,4
transverse,VBZ,4
triple,JJ,4
triple overlaps,NA,4
triples,NNS,4
two kinds,NA,4
ul 5ex>[dd],NA,4
unique unique,NA,4
us define,NA,4
use,JJ,4
use notation,NA,4
usual,JJ,4
vector,JJ,4
vector bundle!weakly,NA,4
vector bundle|,NA,4
vertical composition,NA,4
virtual cycles,NA,4
w-embedded,JJ,4
w-embedding embedding,NA,4
w-immersion immersion,NA,4
w-submersion submersion,NA,4
w-submersions,NNS,4
want,VBP,4
ways,NNS,4
weak 2-categories,NA,4
weaker,JJR,4
weakly smooth,NA,4
wholly,RB,4
whose morphisms,NA,4
works,VBZ,4
write,RB,4
written covered,NA,4
y' exist,NA,4
y' natural,NA,4
y' y'],NA,4
y'],JJ,4
y'],NNP,4
y=f 1',NA,4
z',NNP,4
zero ideals,NA,4
0',CD,3
0' 1',NA,3
0/{1}],CD,3
0/{1}]=,CD,3
07em,CD,3
0<,CD,3
0< k<,NA,3
0= trivial,NA,3
0],CD,3
1' j'}],NA,3
1- morphism,NA,3
1- morphism2-category!1-morphism,NA,3
1- morphisms,NA,3
1-- 2]Joyc6,NA,3
1-isomorphism 1-morphisms,NA,3
1-isomorphisms define,NA,3
1-morphism,VBP,3
1-morphism 2-morphism,NA,3
1-morphism Example,NA,3
1-morphism Theorem,NA,3
1-morphism d-orbifold,NA,3
1-morphism exist,NA,3
1-morphism flat,NA,3
1-morphism i/,NA,3
1-morphism morphism,NA,3
1-morphismd-orbifold,JJ,3
1-morphismd-space,JJ,3
1-morphisms 1',NA,3
1-morphisms 2-isomorphism,NA,3
1-morphisms Applying,NA,3
1-morphisms Let,NA,3
1-morphisms fibre,NA,3
1-morphisms fitting,NA,3
1-morphisms natural,NA,3
1-morphisms open,NA,3
1-morphisms quotient,NA,3
1-morphisms strongly,NA,3
1-morphisms unique,NA,3
10]Joyc6,CD,3
1[R,CD,3
1[R 1]+,NA,3
1],CD,3
1]+ k[R,NA,3
1]Joyc4,CD,3
1pc/[ddd] 5ex>@/,NA,3
2&=,CD,3
2-categorical,JJ,3
2-categories d-manifolds,NA,3
2-categories may,NA,3
2-category identity,NA,3
2-category orbifolds,NA,3
2-category usually,NA,3
2-category!homotopy,JJ,3
2-category!strict 2-functor,NA,3
2-category2-category,JJ,3
2-category2-category!weak,JJ,3
2-functor map,NA,3
2-functor maps,NA,3
2-functor of<ref>,NA,3
2-morphism 1-morphisms,NA,3
2-morphism 2-morphism,NA,3
2-morphism Define,NA,3
2-morphism exist,NA,3
2-morphism f=,NA,3
2-morphisms 2-isomorphisms,NA,3
2-morphisms Define,NA,3
2-morphisms horizontal,NA,3
2-subcategory d-spaces,NA,3
2/ 2],NA,3
25em 2em,NA,3
2]Joyc3,CD,3
2]Joyc6 define,NA,3
2em,CD,3
3=,CD,3
3]Joyc4,CD,3
3]Lerm,CD,3
4]Joyc4,CD,3
4]Joyc6 generalize,NA,3
5]Joyc6 define,NA,3
5]Joyc6 generalize,NA,3
6]Joyc4,CD,3
6]Joyc6 discuss,NA,3
Applications,NNP,3
Atiyah,NNP,3
BManFS,NNP,3
Banach orbifolds,NA,3
BeFa,NNP,3
BeXu,NNP,3
Behrend et,NA,3
Borisov,NNP,3
C-algebraic,NNP,3
C-algebraic geometry@C,NA,3
C-ring@C,NNP,3
C-ring@module,NNP,3
C-scheme@C,JJ,3
C-stack@C group,NA,3
C-stack@C representable,NA,3
Calabi--Yau 3-fold,NA,3
Cambridge University,NA,3
Cartesian,JJ,3
Cartesian square,NA,3
Ciocan-Fontanine,NNP,3
Ciocan-Fontanine Kapranov,NA,3
Classical,JJ,3
Classical bordism,NA,3
Combining,VBG,3
Combining Theorems,NA,3
Composition,NNP,3
Consider fibre,NA,3
Consider moduli,NA,3
DMC,NNP,3
DMC Sta,NA,3
Define 1-morphism,NA,3
Define category,NA,3
Define full,NA,3
Define morphism,NA,3
Define morphisms,NA,3
Define objects,NA,3
Define open,NA,3
Define orbifold,NA,3
Define semisimple,NA,3
Define smooth,NA,3
Define type,NA,3
Definition Proposition,NA,3
Definition define,NA,3
Definition<ref> exist,NA,3
Deligne--Mumford Deligne--Mumford,NA,3
Deligne--Mumford defined,NA,3
Deligne--Mumford sheaves,NA,3
Deligne--Mumford stacksstack,NA,3
DerMan pd,NA,3
Differentiable,NNP,3
Druschel,NNP,3
Example,JJ,3
Example define,NA,3
Examples<ref> and<ref>,NA,3
Fixed,NNP,3
Fixed point,NA,3
Fredholm sections,NA,3
Fredholm theory,NA,3
"G""",NNP,3
G-equivariant,JJ,3
G-invariant,JJ,3
GW,NNP,3
Geometric,NNP,3
Gromov--Witten theory,NA,3
Hence Theorem,NA,3
Hence compact,NA,3
Illusie,NNP,3
Invent,NNP,3
Joyc1,NNP,3
Joyc2,NNP,3
Joyc4,NNP,3
Kapranov,NNP,3
Lagrangian submanifold,NA,3
Lerm,NNP,3
Lerman 3]Lerm,NA,3
Let,VBD,3
Let another,NA,3
Let orbifolds,NA,3
Let vector,NA,3
Lurie Luri1,NA,3
M',NNP,3
MPolFS,NNP,3
MacLane,NNP,3
Man,NNP,3
Many,NNP,3
Next discuss,NA,3
Note Proposition,NA,3
Notes Math,NA,3
Obs,NNP,3
Part defines,NA,3
Part gives,NA,3
Points isomorphism,NA,3
Proc,NNP,3
Proposition,NN,3
Proposition Let,NA,3
Proposition Theorem,NA,3
Proposition orbifolds,NA,3
RI math,NA,3
Riemann,NNP,3
Sata Thur,NA,3
Satake,NNP,3
Sch lf,NA,3
Sci,NNP,3
Sections discussed,NA,3
See,NNP,3
Simple semisimple,NA,3
Spiv Spivak's,NA,3
Sta lf,NA,3
Suppose manifold,NA,3
Suppose oriented,NA,3
Suppose satisfies,NA,3
Theorem gave,NA,3
Theorem holds,NA,3
Theorem iii,NA,3
Theorem implies,NA,3
Theorem kind,NA,3
Theorem showed,NA,3
Theorem<ref> equivalence,NA,3
Theorems,NNPS,3
Theorems<ref> and<ref>,NA,3
Therefore,NNP,3
Thomas,NNP,3
Thurston,NNP,3
U=,NNP,3
Vistoli,NNP,3
W=X,NNP,3
Write category,NA,3
Write d-orbifolds,NA,3
Write d-stacks,NA,3
Write orbifolds,NA,3
X+ hY,NA,3
X-modules,NNS,3
Y-,NNP,3
Zehnder HWZ6,NA,3
Zehnder general,NA,3
a' c',NA,3
acting d-space,NA,3
acting manifold,NA,3
action diffeomorphisms,NA,3
acts objects,NA,3
actually,RB,3
addition f]+[',NA,3
al,NN,3
algebra,NN,3
algebraic,RB,3
also choose,NA,3
also consider,NA,3
also define,NA,3
also effective,NA,3
